	id_str	created_at	full_text	target
48	1439907179553857540	2021-09-20 10:59:58	kim byli uchodźcy którzy zmarli przy granicy polsko białoruskiej sprawdzamy co ustaliły podlaskie prokuratury wyborcza	0.0
49	1442038691879292931	2021-09-26 08:09:50	straż graniczna prób nielegalnego przekroczenia granicy polsko białoruskiej	1.0
50	1434151130368446464	2021-09-04 13:47:29	za letniego obywatela niemiec podawał się latek z powiatu olsztyńskiego po tym jak nie potrafił prawidłowo wymówić swojego niemieckiego nazwiska przyznał że wkleił zdjęcie do prawa jazdy znalezionego za granicą	-1.0
51	1442438458786521098	2021-09-27 10:38:22	pilne szef mswia będę rekomendował rządowi przedłużenie stanu wyjątkowego na granicy polsko białoruskiej	0.0
52	1440421422266863624	2021-09-21 21:03:23	uchodźcy nadal koczują na granicy polsko białoruskiej fundacja ocalenie jest z nimi w kontakcie	-1.0
53	1441453210737184768	2021-09-24 17:23:21	nasi funkcjonariusze próbowali prowadzić półgodzinną reanimację wąsik w goscwydarzen o śmierci uchodźcy na granicy polsko białoruskiej	0.0
54	1442816361735020547	2021-09-28 11:40:01	sytuacja jest poważna wiceszef mon szturm imigrantów na granicy polsko białoruskiej trwa więcej na niezaleznapl	0.0
55	1440250887247581191	2021-09-21 09:45:44	granica serbia z kosowo zablokowana spór o tablice rejestracyjne	NA
56	1443524416554475522	2021-09-30 10:33:34	grupa granica celem tej konferencji było zduszenie współczucia podcast	0.0
57	1442595792255021059	2021-09-27 21:03:33	decyzja europejskiego trybunału praw człowieka w sprawie afgańczyków na polsko białoruskiej granicy	0.0
58	1436696108739309576	2021-09-11 14:20:19	opozycja będzie rozczarowana merkel o kryzysie na polsko białoruskiej granicy takie ataki hybrydowe są nieakceptowalne wideo	1.0
59	1438472917554278411	2021-09-16 12:00:43	ke nie ma wątpliwości to łukaszenka odpowiada za sytuację ludzi którzy utkwili między zewnętrzną granicą unii a białorusią	1.0
60	1443643321646206981	2021-09-30 18:26:04	michnik o kryzysie na granicy polsko białoruskiej jak można wyrzucać w las małe dzieci w drut kolczasty to jest coś haniebnego klubwyborczej wyborcza	-1.0
61	1434949745861091334	2021-09-06 18:40:54	wicemarszałek senatu gabriela morawska stanecka z lewicy oraz wiceminister spraw zagranicznych marcin przydacz rozmawiali w faktypofaktach w tvn o sytuacji przy polsko białoruskiej granicy gdzie od połowy sierpnia koczuje grupa migrantów zobacz	0.0
62	1437319223353692160	2021-09-13 07:36:21	w sobotę i w niedziele funkcjonariusze straży granicznej odnotowali prób nielegalnego przekroczenia granicy polsko białoruskiej poinformowała ppor anna michalska ze straży granicznej zatrzymanych zostało nielegalnych imigrantów	1.0
63	1441689157814734853	2021-09-25 09:00:55	uwolnić andrzeja poczobuta w sobotę pokażmy że ma nasze wsparcie uwolnicpoczobuta bart_wielinski romanimielski	NA
64	1443252228706471940	2021-09-29 16:32:00	podcast o kryzysie na granicy polsko białoruskiej i o tym czy w polskiej polityce są jeszcze granice z prof andrzejem rychardem socjologiem z pan rozmawia cszymanek	0.0
65	1443272791625814021	2021-09-29 17:53:42	faktypofaktach marek krupiński o sytuacji na granicy polsko białoruskiej jest chaos informacyjny oglądaj teraz w tvn i tvn go	0.0
66	1442915458206765056	2021-09-28 18:13:47	minister spraw wewnętrznych i administracji mariusz kamiński przekazał że migranci którzy pojawiają się na granicy polsko białoruskiej otrzymują sms a między innymi z informacją o tym że granica jest strzeżona	1.0
67	1443683989341020161	2021-09-30 21:07:40	poseł ko czeslawmroczek granica nie jest ani szczelna ani bezpieczna minęło dni stanu wyjątkowego czy te planowane rozwiążą temat nie rozwiążą	-1.0
68	1434027105168285698	2021-09-04 05:34:39	tylko u nas sondaż swresearch_pl dla rp pl wprowadzenie stanu wyjątkowego na granicy dobrze ocenia proc respondentów źle proc	0.0
69	1440944924728471552	2021-09-23 07:43:36	straż graniczna poinformowała w środę że jej funkcjonariusze obserwują po białoruskiej stronie granicy funkcjonariuszy bądź żołnierzy których umundurowanie i wyposażenie może wskazywać że nie są to służby graniczne czytaj więcej w tvn	1.0
70	1443683891349491714	2021-09-30 21:07:16	kaminski_m_ dyktator z mińska chce wziąć odwet za poparcie przez polskę białoruskich ruchów demokratycznych szef mswia o sytuacji na granicy polsko białoruskiej	0.0
71	1439929335629164548	2021-09-20 12:28:00	sytuację na granicy polsko białoruskiej skomentował minister edukacji przemysław czarnek	0.0
72	1433698164272361479	2021-09-03 07:47:33	sondaż polacy dobrze oceniają rząd w związku z sytuacją na granicy z białorusią	0.0
73	1442075976754663425	2021-09-26 10:37:59	lożaprasowa ewa siedlecka o granicy polsko białoruskiej tym ludziom należy się opieka medyczna oglądaj teraz w tvn i tvn go	-1.0
74	1434935346031218688	2021-09-06 17:43:40	pszrot w gośćradiazet mam nadzieję że dni stanu wyjątkowego wystarczą do monitorowania sytuacji na granicy polsko białoruskiej red i wdrożenia odpowiednich działań nie podejmę się jednak spekulacjom czy te dni faktycznie wystarczy	0.0
75	1445079908154281991	2021-10-04 17:34:33	faktypofaktach w cimoszewicz o sytuacji na granicy polsko białoruskiej stało się wyjątkowo źle że wypchnięto z polski kobiety i dzieci także dzieci z michałowa oglądaj teraz w tvn i tvn go	-1.0
76	1453753707200323585	2021-10-28 16:01:07	aktywiści zatrzymani za pomoc uchodźcom pierwsza taka sytuacja na granicy polsko białoruskiej	-1.0
77	1443961172898848787	2021-10-01 15:29:05	hanna_machinska w gośćradiazet biuro rpo współpracuje z członkami stowarzyszenia łączy nas granica którzy chcą udzielić pomocy migrantom regulacje prawne nt stanu wyjątkowego powinny być zgodne z prawem międzynarodowym to jest najważniejsza kwestia	-1.0
78	1449108066356629508	2021-10-15 20:21:00	sobotnim goscziemcarmf będzie prezes pis jarosław kaczyński zapraszamy o	NA
79	1444924563779895296	2021-10-04 07:17:16	jedziemy mareksuski niemcy trzymają kciuki za szczelność granicy polsko białoruskiej niezaleznapl media rachon michalrachon	1.0
80	1447820253015289856	2021-10-12 07:03:42	na pierwszej stronie międzynarodowego wydania new york times pojawił się artykuł dotyczący kryzysu humanitarnego na granicy polsko białoruskiej	0.0
81	1446716601928142848	2021-10-09 05:58:11	tylko u nas sondaż swresearch_pl dla rp pl co piąty polak pozytywnie o przewiezieniu imigrantów z dziećmi na granicę polski z białoruś	0.0
82	1451070770801561602	2021-10-21 06:20:06	nowy prezydent stara granica czy polityka imigracyjna bidena jest mniej restrykcyjna niż trumpa	NA
83	1444986172560732160	2021-10-04 11:22:04	relacje migrantów z granicy polsko białoruskiej w sieci od historii udanego przejścia po strach	-1.0
84	1445409266047889411	2021-10-05 15:23:18	raportzgranicy kulisy hybrydowego ataku na polskę i działań polskich służb broniących wschodniej granicy unii europejskiej oglądaj w lub aplikacji mobilnej tvp_info godz i	0.0
85	1445748436146417672	2021-10-06 13:51:02	rezolucja pe niezwykle stanowcza wobec białorusi pis w ostatniej chwili wycofało poparcie	0.0
86	1452707402227322885	2021-10-25 18:43:29	o sytuacji na polsko białoruskiej granicy mówił w faktypofaktach rzecznik praw obywatelskich marcin wiącek zobacz i dowiedz się więcej w tvn	0.0
87	1448245320324898819	2021-10-13 11:12:46	pilne papinformacje kaczyński zrezygnuje ze stanowiska w rządzie wyborcza	NA
88	1451922523071864832	2021-10-23 14:44:39	kobiety z całej polski zjechały się przed siedzibę straży granicznej w michałowie by protestować przeciwko temu jak na polsko białoruskiej granicy traktowani są migranci na proteście pojawiły się pierwsze damy jolanta kwaśniewska i anna komorowska	-1.0
89	1453987987331637249	2021-10-29 07:32:04	kolejni kurierzy nielegalnych imigrantów zatrzymani przez policję prób nielegalnego przekroczenia granicy polsko białoruskiej	1.0
90	1445029082924818440	2021-10-04 14:12:35	co na to opozycja dyrektor frontex z wizytą na granicy polsko białoruskiej zapoznał się z działaniami straz_graniczna i był pod wrażeniem zdjęcia	1.0
91	1445408353262391299	2021-10-05 15:19:40	na jednym z nagrań z placówki pograniczników w michałowie słychać jak mężczyzna krzyczy w języku tureckim my chcemy otrzymać azyl chcemy zostać w polsce azyl polska obywatel polska	-1.0
92	1447946443558461442	2021-10-12 15:25:08	prowokacje na polsko białoruskiej granicy katarzyna gójska łukaszenka zależy od woli kremla więcej na niezaleznapl	1.0
93	1450136261570801666	2021-10-18 16:26:41	nielegalni imigranci szturmują niemcy ich liczba eksplodowała minister i policja chcą przywrócenia kontroli na granicy z polską	1.0
94	1451459303064358914	2021-10-22 08:03:59	próby nielegalnego przekroczenia granicy polsko białoruskiej sg zatrzymano migrantów i kurierów	1.0
95	1448679335490203657	2021-10-14 15:57:23	na polsko białoruskiej granicy powstanie zapora jest decyzja sejmu	1.0
96	1452180699520372736	2021-10-24 07:50:33	artyści z całej polski nagrali piosenkę skraj na znak solidarności z migrantami którzy przebywają na polsko białoruskiej granicy zobacz i dowiedz się więcej w tvn	-1.0
97	1451243644002963465	2021-10-21 17:47:02	ks michał jabłoński w gośćradiazet o sytuacji na polsko białoruskiej granicy padł mit o słynnej polskiej gościnności i mit o narodzie który wierzy osoby które są na granicy widzą już nie tylko zziębniętych chorych ludzi ale również śmierć to jest po prostu front	-1.0
98	1445028636516667393	2021-10-04 14:10:48	zatrzymanie dziennikarzy przy polsko białoruskiej granicy efekt mrożący wyborcza	-1.0
99	1446717064266371073	2021-10-09 06:00:01	granica białoruska błaszczak nasze zaangażowanie na wschodniej flance nato jest doceniane przez usa więcej na niezaleznapl	0.0
100	1445250413515657225	2021-10-05 04:52:04	facebook i należące do niego aplikacje instagram i messenger ponownie zaczęły działać po północy czasu polskiego po ponad sześciogodzinnej nieobecności w sieci	NA
101	1445092591855341579	2021-10-04 18:24:57	sytuację na granicy polsko białoruskiej i działania polskich władz komentował w faktypofaktach europoseł włodzimierz cimoszewicz	0.0
102	1446020887321448448	2021-10-07 07:53:39	o sytuacji migrantów na granicy polsko białoruskiej mówiła w tvn doktor hanna machińska zastępczyni rzecznika praw obywatelskich pozostajemy jako państwo ślepi i głusi oceniła zdjęcie z r	-1.0
103	1452532699713974272	2021-10-25 07:09:17	jacekkarnowski smutny widok byłe prezydentowe na wojnie z polską granicą nigdy nie upomniały się o tych najbardziej bezbronnych czyli o ofiary aborcji	NA
104	1445357954417430530	2021-10-05 11:59:24	gdzie są dzieci pytają polacy niech to pytanie nie ucichnie dłużewska wyborcza	-1.0
105	1444628815091683333	2021-10-03 11:42:04	spięcie ziemkiewicza z sikorskim o uniwersytet córki studia za granicą porównujesz ze swoją zdradą polski	NA
106	1446699197391060997	2021-10-09 04:49:01	szef mon skomentował strzały oddane na granicy polsko białoruskiej w kierunku polskich funkcjonariuszy	0.0
107	1446478697285005322	2021-10-08 14:12:50	pilne charge d affaires ambasady republiki białorusi w polsce alaksandr czasnouski został wezwany do polskiego msz przekazał resort w komunikacie sprawa ma związek z sytuacją na granicy polsko białoruskiej	0.0
108	1453378265956114436	2021-10-27 15:09:15	już jutro o nowy odcinek podcastu spodstolika gościem domi_dlugosz będzie michal_kolanko poprzedni odcinek polska granica jest jak sito codziennie przechodzą przez nią migranci wielu trafia do niemiec	-1.0
109	1447090245275639808	2021-10-10 06:42:54	ponad prób nielegalnego przekroczenia granicy polsko białoruskiej	1.0
110	1447826513718566912	2021-10-12 07:28:34	będzie więcej żołnierzy na granicy polsko białoruskiej wieszwiecej mon_gov_pl mblaszczak	0.0
111	1452685384157106179	2021-10-25 17:15:59	teraz stan wyjątkowy przy granicy polsko białoruskiej jaka jest sytuacja na miejscu	0.0
112	1449658468751880196	2021-10-17 08:48:06	pszrot prezydentpl podpisze ustawę o budowie muru na granicy polsko białoruskiej	1.0
113	1460000296562794505	2021-11-14 21:42:50	maciejevvski mamy w polsce rosyjskich agentów wpływu strefastarcia granica	1.0
114	1460385071442108419	2021-11-15 23:11:48	yannick jadot szef koalicji zielonych i kandydat na prezydenta francji o imigrantach na granicy polsko białoruskiej to są tylko tys osób które nikomu nie zagrażają nie pozwólmy im umrzeć w lesie	-1.0
115	1458480455292964867	2021-11-10 17:03:32	parlament europejski zorganizował debatę na temat sytuacji na granicy polsko białoruskiej już sam jej tytuł wzbudził kontrowersje	0.0
116	1460902838704484354	2021-11-17 09:29:13	co najmniej siedmiu żołnierzy zginęło w starciach na granica mediatorem między skonfliktowanymi stronami była rosja którą ormianie poprosili o pomoc w obronie integralności terytorialnej	0.0
117	1460156864801517568	2021-11-15 08:04:59	solidarność i wsparcie dla służb strzegących granicy polsko białoruskiej wyrażono w specjalnym przesłaniu opublikowanym w niedzielę na stronie urzędu do spraw kombatantów i osób represjonowanych przeczytaj w tvn	1.0
118	1463127889940029443	2021-11-23 12:50:47	atak mediów z rosji i białorusi na polskę mowa o broni chemicznej granica bialorus migrants	0.0
119	1459499751745986564	2021-11-13 12:33:51	jesteśmy tam świadkami dziwnych scen inspirowanych przez reżim mówi rzecznik kgp mariusz ciarka o sytuacji na granicy polsko białoruskiej to jest np donoszenie wieczorem migrantom wódki mówi ciarka więcej	0.0
120	1458318517074202628	2021-11-10 06:20:03	niepokój ze wschodu kryzys na granicy polsko białoruskiej to fragment większej całości	0.0
121	1464487917406105611	2021-11-27 06:55:03	na granicy polsko białoruskiej sytuacja napięta a na polsko rosyjskiej gen inglot bez zagrożenia więcej na niezaleznapl	0.0
122	1459123828081102853	2021-11-12 11:40:04	granica polsko białoruska w co gra turcja ekspert na stole leżała opcja atomowa groźba okazała się jednak skuteczna	0.0
123	1456174677244665858	2021-11-04 08:21:12	w środę strażnicy graniczni zanotowali ponad prób nielegalnego przekroczenia granicy polsko białoruskiej przekazała straz_graniczna	1.0
124	1458035691124928518	2021-11-09 11:36:12	dudasolidarnosc postanowił zabrać głos ws kryzysu na granica ta sytuacja to policzek w kierunku naszego państwa ale my jako polski naród i polska armia poradzimy sobie z tym zapewnił piotr duda kryzys migracyjny relacja na żywo	1.0
125	1464675946443816968	2021-11-27 19:22:12	media adrianstankowsk w tvpinfo o sytuacji na granicy polsko białoruskiej polska sobie poradziła dzięki determinacji polskich żołnierzy strażników i to jest najlepszy argument w tych negocjacjach w tych szachach dyplomatycznych niezaleznapl	1.0
126	1459191515335561219	2021-11-12 16:09:02	marcin_przydacz w gośćradiazet o wzmocnieniu granicy z rosją na pewno w ramach sojuszniczych musimy reagować na różne sytuacje ministerstwa obrony państw sojuszniczych nato będą reagowały na tę sytuację nie ma wątpliwości że ta granica musi zostać zabezpieczona	1.0
127	1462533040190541827	2021-11-21 21:27:03	nagrania z zatrzymania dziennikarzy się k a odechce fotografowania	-1.0
128	1459449093017714688	2021-11-13 09:12:33	ciało syryjczyka znaleziono w pobliżu wschodniej granicy co tam się wydarzyło kryzysnagranicy	-1.0
129	1455491752870268930	2021-11-02 11:07:30	aborcje rok po wyroku tk ile polek usunęło ciążę za granicą znamy raport aborcji bez granic wyborcza	NA
130	1460984983225520137	2021-11-17 14:55:38	o napiętej sytuacji na granicy polsko białoruskiej i możliwych trzech scenariuszach mówił w tvn grzegorz cieślak ekspert profilaktyki i prewencji antyterrorystycznej centrum badań nad ryzykami społecznymi i gospodarczymi collegium civitas	0.0
131	1460976141481689096	2021-11-17 14:20:30	polska policja opublikowała w środę zdjęcia na których widać fotoreportera robiącego zdjęcia osób z dzieckiem przy ogrodzeniu po białoruskiej stronie granicy	1.0
132	1462740364784197644	2021-11-22 11:10:54	irakijska rodzina została znaleziona przez straż graniczną około tygodnie temu przy granicy polsko białoruskiej kobieta będąca w ciąży w ciężkim stanie trafiła do szpitala gdzie poroniła jak przekazała rzecznik sg stan kobiety jest nadal poważny	-1.0
133	1457706741764804617	2021-11-08 13:49:04	sytuacja na granicy polsko białoruskiej frontex to urzędników polska straż graniczna liczy tys funkcjonariuszy	0.0
134	1460921405214580739	2021-11-17 10:43:00	żołnierze zamieszkają w kontenerach na granicy polsko białoruskiej wiemy co znajdzie się w środku galeria	0.0
135	1464127627518779392	2021-11-26 07:03:23	przedstawiłem informację dotyczącą sytuacji na polsko białoruskiej granicy mówiłem o ataku hybrydowym rozmawialiśmy o tym jak te sytuacje zagrażające naszemu bezpieczeństwu można rozwiązać	0.0
136	1463152264089120769	2021-11-23 14:27:38	na cmentarzu muzułmańskim w bohonikach k sokółki odbył się pogrzeb dziecka które poroniła migrantka kobietę przed dwoma tygodniami odnalazła w lesie straż graniczna	-1.0
137	1462348664014319616	2021-11-21 09:14:25	premier w tallinie o sytuacji na granicy polsko białoruskiej jesteśmy gotowi do zastosowania drabinki eskalacyjnej wyborcza	0.0
138	1457699055102988299	2021-11-08 13:18:32	prezydent andrzejduda spotka się dziś z premierem morawieckim ministrami i szefami służb by omówić sytuację na polsko białoruskiej granicy informuje bbn_pl spotkanie zacznie się o godz	0.0
139	1457029381692477455	2021-11-06 16:57:29	piękna inicjatywa mężczyźni modlili się w ramach akcji męski różaniec w bydgoszczy pojawiły się tłumy zdjęcia i wideo	NA
140	1455934005178769415	2021-11-03 16:24:51	jesteśmy zaniepokojeni eskalacją na granicy polsko białoruskiej przekazała kwatera główna nato wezwała również białoruś do przestrzegania prawa międzynarodowego	1.0
141	1458890717707784194	2021-11-11 20:13:46	bloomberg zauważa że pod względem militarnym sytuacja przypomina tę z wiosny gdy pod granicą z ukrainą rosja zgromadziła tys żołnierzy liczne jednostki pancerne i lotnicze	1.0
142	1464976134412685318	2021-11-28 15:15:03	ekspert o zmianach na granicy ukraińsko białoruskiej trzeba ją wyposażyć tam jest po prostu las więcej na niezaleznapl	0.0
143	1463607819169681414	2021-11-24 20:37:51	mówiąc o sytuacji migrantów przy polsko białoruskiej granicy szef wielkiej orkiestry świątecznej pomocy jerzy owsiak ocenił że bez względu jakiego jesteśmy przekonania religijnego politycznego musimy pomagać	-1.0
144	1456368551808286720	2021-11-04 21:11:35	kolejny dowód na to że wschodnia granica jest dziurawa duża grupa zatrzymana z drodze do niemiec	-1.0
145	1460643528476966916	2021-11-16 16:18:49	anita sokołowska w gośćradiazet grupa granica pomaga tym ludziom oni działają w granicy prawa tam również pojawiają się również grupy nacjonalistyczne które zastraszają ludzi niosących pomoc medykom na granicy zniszczono samochody prywatne nie rozumiem tej sytuacji	-1.0
146	1460739731155664898	2021-11-16 22:41:05	na chwilę obecną dziewięć policjantów zostało rannych na granicy polsko białoruskiej	1.0
147	1459190864182452235	2021-11-12 16:06:27	marcin_przydacz w gośćradiazet ograniczanie ruchu lotniczego do białorusi na pewno utrudni ten proceder musimy chronić również tych ludzi którzy są wykorzystywani przez aleksandra łukaszenkę wschodnia granica polski jest szczelna i nie da się przez nią przejść	1.0
